62.171.158.50 - - [31/Dec/2025:00:03:22 +0700] "POST /cgi-bin/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/bin/sh HTTP/1.1" 400 150 "-" "-"
172.232.232.169 - - [31/Dec/2025:10:47:26 +0700] "GET /api/system/status HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:26 +0700] "GET /webpages/login.html HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:26 +0700] "GET /admin HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:36 +0700] "GET / HTTP/1.0" 200 3722 "-" "-"
172.232.232.169 - - [31/Dec/2025:10:47:36 +0700] "GET / HTTP/1.1" 200 3722 "-" "-"
193.142.147.209 - - [31/Dec/2025:11:34:05 +0700] "GET / HTTP/1.1" 200 1568 "http://1.55.150.243:80" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36"
170.64.197.46 - - [31/Dec/2025:11:51:54 +0700] "GET /.git/config HTTP/1.1" 403 180 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
165.154.195.102 - - [31/Dec/2025:12:20:59 +0700] "GET / HTTP/1.1" 200 3722 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
51.79.224.241 - - [31/Dec/2025:12:23:22 +0700] "GET /ISAPI/Security/capabilities HTTP/1.1" 404 118 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36"
15.235.131.153 - - [31/Dec/2025:12:23:23 +0700] "GET /ISAPI/Security/capabilities HTTP/1.1" 404 118 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36"
45.156.128.129 - - [31/Dec/2025:13:22:30 +0700] "GET / HTTP/1.1" 200 1568 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
45.156.128.37 - - [31/Dec/2025:13:23:13 +0700] "GET / HTTP/1.1" 200 1568 "-" "python-requests/2.31.0"
193.142.147.209 - - [31/Dec/2025:13:52:05 +0700] "POST / HTTP/1.1" 405 150 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36"
170.64.197.46 - - [31/Dec/2025:14:22:57 +0700] "GET /.git/config HTTP/1.1" 403 180 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
78.153.140.203 - - [31/Dec/2025:14:29:01 +0700] "GET /.env HTTP/1.1" 403 548 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36"
78.153.140.203 - - [31/Dec/2025:14:29:03 +0700] "GET /api/.env HTTP/1.1" 403 548 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.63 Safari/537.36 OPR/38.0.2220.29"
78.153.140.203 - - [31/Dec/2025:14:29:04 +0700] "GET /backend/.env HTTP/1.1" 403 146 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:24.0) Gecko/20100101 Firefox/24.0"
78.153.140.203 - - [31/Dec/2025:14:29:05 +0700] "GET /admin/.env HTTP/1.1" 403 548 "-" "Mozilla/5.0 (Linux; Android 5.1.1; LGL52VL Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/38.0.2125.102 Mobile Safari/537.36"
78.153.140.203 - - [31/Dec/2025:14:29:06 +0700] "GET /.env.example HTTP/1.1" 403 548 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.78 Safari/537.36"
78.153.140.203 - - [31/Dec/2025:14:29:07 +0700] "GET /app_dev.php/_profiler/phpinfo HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Windows NT 6.1; U; nl; rv:1.9.1.6) Gecko/20091201 Firefox/3.5.6 Opera 11.01"
78.153.140.203 - - [31/Dec/2025:14:29:08 +0700] "GET /?phpinfo=-1 HTTP/1.1" 200 3722 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:52.0) Gecko/20100101 Firefox/52.0"
66.240.236.116 - - [31/Dec/2025:14:31:37 +0700] "GET / HTTP/1.1" 200 1568 "-" "Mozilla/5.0 zgrab/0.x"
74.7.230.35 - - [31/Dec/2025:14:44:01 +0700] "GET /robots.txt HTTP/1.1" 200 146 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.3; robots.txt; +https://openai.com/searchbot"
185.12.59.118 - - [31/Dec/2025:15:48:44 +0700] "GET / HTTP/1.1" 400 248 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0"
91.232.238.112 - - [31/Dec/2025:15:50:36 +0700] "GET /admin/config.php HTTP/1.0" 403 146 "-" "xfa1"
167.172.24.220 - - [31/Dec/2025:16:21:31 +0700] "GET /+CSCOL+/Java.jar HTTP/1.1" 404 181 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
167.172.24.220 - - [31/Dec/2025:16:21:32 +0700] "GET /+CSCOE+/logon_forms.js HTTP/1.1" 404 181 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
167.172.24.220 - - [31/Dec/2025:16:21:34 +0700] "GET /+CSCOL+/a1.jar HTTP/1.1" 404 181 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
167.172.24.220 - - [31/Dec/2025:16:21:35 +0700] "GET /+CSCOE+/transfer.js HTTP/1.1" 404 181 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
120.241.238.8 - - [31/Dec/2025:16:33:02 +0700] "GET / HTTP/1.1" 200 1568 "https://www.google.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
120.241.238.8 - - [31/Dec/2025:16:33:03 +0700] "GET /favicon.ico HTTP/1.1" 200 29633 "https://www.google.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 Edg/131.0.0.0"
120.241.238.8 - - [31/Dec/2025:16:33:03 +0700] "GET / HTTP/1.1" 200 1568 "https://www.google.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 Edg/131.0.0.0"
120.241.238.8 - - [31/Dec/2025:16:33:03 +0700] "GET / HTTP/1.1" 200 1568 "https://www.google.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0"
3.132.23.201 - - [31/Dec/2025:16:59:54 +0700] "GET / HTTP/1.1" 200 1568 "http://1.55.150.243/" "cypex.ai/scanning Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/126.0.0.0 Safari/537.36"
193.142.147.209 - - [31/Dec/2025:17:11:37 +0700] "POST / HTTP/1.1" 405 150 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36"
194.187.177.156 - - [31/Dec/2025:17:34:15 +0700] "GET / HTTP/1.1" 200 1568 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0"
194.187.177.51 - - [31/Dec/2025:17:34:15 +0700] "GET /favicon.ico HTTP/1.1" 200 29633 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0"
209.38.21.148 - - [31/Dec/2025:17:37:47 +0700] "GET /.git/config HTTP/1.1" 403 180 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
193.142.147.209 - - [31/Dec/2025:17:59:00 +0700] "GET / HTTP/1.1" 200 1568 "http://1.55.150.243:80" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36"
195.178.110.162 - - [31/Dec/2025:18:03:08 +0700] "GET /.env HTTP/1.1" 403 180 "-" "Mozilla/5.0 (Linux; Android 9; VKY-L29) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.111 Mobile Safari/537.36"
20.163.25.231 - - [31/Dec/2025:18:06:48 +0700] "GET /autodiscover/autodiscover.json?@zdi/Powershell HTTP/1.1" 404 118 "-" "Mozilla/5.0 zgrab/0.x"
15.235.131.121 - - [31/Dec/2025:18:18:55 +0700] "GET /ISAPI/Security/capabilities HTTP/1.1" 404 118 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36"
35.216.156.249 - - [31/Dec/2025:18:34:46 +0700] "GET / HTTP/1.1" 200 1568 "-" "Mozilla/5.0"
21.240.92.56 - - [31/Dec/2025:18:37:18 +0700] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:146.0) Gecko/20100101 Firefox/146.0"
21.240.92.56 - - [31/Dec/2025:18:37:18 +0700] "GET /css/style.css HTTP/1.1" 304 0 "https://bhnamssd.ddns.net/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:146.0) Gecko/20100101 Firefox/146.0"
21.240.92.56 - - [31/Dec/2025:18:37:18 +0700] "GET /css/index.css HTTP/1.1" 304 0 "https://bhnamssd.ddns.net/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:146.0) Gecko/20100101 Firefox/146.0"
21.240.92.56 - - [31/Dec/2025:18:37:19 +0700] "GET /includes/header.html HTTP/1.1" 304 0 "https://bhnamssd.ddns.net/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:146.0) Gecko/20100101 Firefox/146.0"
21.240.92.56 - - [31/Dec/2025:18:37:19 +0700] "GET /includes/footer.html HTTP/1.1" 304 0 "https://bhnamssd.ddns.net/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:146.0) Gecko/20100101 Firefox/146.0"
21.240.92.56 - - [31/Dec/2025:18:37:19 +0700] "GET /favicon.ico HTTP/1.1" 200 29633 "https://bhnamssd.ddns.net/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:146.0) Gecko/20100101 Firefox/146.0"
21.240.92.56 - - [31/Dec/2025:18:37:26 +0700] "GET /kibana/internal/telemetry/config HTTP/1.1" 403 118 "https://bhnamssd.ddns.net/kibana/login?next=%2Fkibana%2F" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:146.0) Gecko/20100101 Firefox/146.0"
21.240.92.56 - - [31/Dec/2025:18:37:35 +0700] "GET /kibana/internal/telemetry/config HTTP/1.1" 403 118 "https://bhnamssd.ddns.net/kibana/app/home" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:146.0) Gecko/20100101 Firefox/146.0"
